,trial,n,epsilon,dn_epsilon,num_queries,percent_reconstructed,mechanism_error
274,1,500,1.3,10,900,1.0,0.7387057491856888
275,1,500,1.3,10,950,1.0,0.7387057491856888
276,1,500,1.4,10,400,0.914,0.6277294071505355
277,1,500,1.4,10,450,0.946,0.6277294071505355
278,1,500,1.4,10,500,0.958,0.6277294071505355
279,1,500,1.4,10,550,0.976,0.6277294071505355
280,1,500,1.4,10,600,0.996,0.6277294071505355
281,1,500,1.4,10,650,0.996,0.6277294071505355
282,1,500,1.4,10,700,1.0,0.6277294071505355
283,1,500,1.4,10,750,1.0,0.6277294071505355
284,1,500,1.4,10,800,1.0,0.6277294071505355
285,1,500,1.4,10,850,1.0,0.6277294071505355
286,1,500,1.4,10,900,1.0,0.6277294071505355
287,1,500,1.4,10,950,1.0,0.6277294071505355
288,2,500,0.3,10,400,0.738,3.557640256902799
289,2,500,0.3,10,450,0.774,3.557640256902799
290,2,500,0.3,10,500,0.746,3.557640256902799
291,2,500,0.3,10,550,0.762,3.557640256902799
292,2,500,0.3,10,600,0.808,3.557640256902799
293,2,500,0.3,10,650,0.77,3.557640256902799
294,2,500,0.3,10,700,0.738,3.557640256902799
295,2,500,0.3,10,750,0.762,3.557640256902799
296,2,500,0.3,10,800,0.792,3.557640256902799
297,2,500,0.3,10,850,0.782,3.557640256902799
298,2,500,0.3,10,900,0.77,3.557640256902799
299,2,500,0.3,10,950,0.762,3.557640256902799
300,2,500,0.4,10,400,0.78,2.3742548718279055
301,2,500,0.4,10,450,0.798,2.3742548718279055
302,2,500,0.4,10,500,0.84,2.3742548718279055
303,2,500,0.4,10,550,0.836,2.3742548718279055
304,2,500,0.4,10,600,0.838,2.3742548718279055
305,2,500,0.4,10,650,0.86,2.3742548718279055
306,2,500,0.4,10,700,0.852,2.3742548718279055
307,2,500,0.4,10,750,0.89,2.3742548718279055
308,2,500,0.4,10,800,0.854,2.3742548718279055
309,2,500,0.4,10,850,0.898,2.3742548718279055
310,2,500,0.4,10,900,0.884,2.3742548718279055
311,2,500,0.4,10,950,0.884,2.3742548718279055
312,2,500,0.5,10,400,0.8140000000000001,2.046207276101202
313,2,500,0.5,10,450,0.836,2.046207276101202
314,2,500,0.5,10,500,0.88,2.046207276101202
315,2,500,0.5,10,550,0.908,2.046207276101202
316,2,500,0.5,10,600,0.884,2.046207276101202
317,2,500,0.5,10,650,0.91,2.046207276101202
318,2,500,0.5,10,700,0.916,2.046207276101202
319,2,500,0.5,10,750,0.928,2.046207276101202
320,2,500,0.5,10,800,0.928,2.046207276101202
321,2,500,0.5,10,850,0.914,2.046207276101202
322,2,500,0.5,10,900,0.962,2.046207276101202
323,2,500,0.5,10,950,0.922,2.046207276101202
324,2,500,0.6,10,400,0.846,1.6822555500397498
325,2,500,0.6,10,450,0.856,1.6822555500397498
